movie_title,release_year,genres,imdb_score,budget,gross,director_name,director_facebook_likes,num_critic_for_reviews,actor_3_name,actor_3_facebook_likes,actor_2_name,actor_2_facebook_likes,actor_1_name,actor_1_facebook_likes,movie_facebook_likes,cast_total_facebook_likes,num_voted_users,world_population
Bride Wars,2009,Comedy|Romance,5.4,30000000.0,58715510.0,Gary Winick,56.0,152.0,Candice Bergen,545.0,Steve Howey,826.0,Anne Hathaway,11000.0,0,13794,79094,6885608628.0
13 Going on 30,2004,Comedy|Fantasy|Romance,6.1,37000000.0,56044241.0,Gary Winick,56.0,119.0,Christa B. Allen,533.0,Judy Greer,2000.0,Jennifer Garner,3000.0,0,6742,122187,6471033757.0
Midnight in Paris,2011,Comedy|Fantasy|Romance,7.7,17000000.0,56816662.0,Woody Allen,11000.0,487.0,Nina Arianda,183.0,Audrey Fleurot,204.0,Kurt Fuller,617.0,78000,1289,301149,7053988749.0
Message in a Bottle,1999,Drama|Romance,6.1,55000000.0,52799004.0,Luis Mandoki,43.0,85.0,Raphael Sbarge,362.0,John Savage,652.0,Robin Wright,18000.0,0,19815,28942,6062415429.0
P.S. I Love You,2007,Drama|Romance,7.1,30000000.0,53680848.0,Richard LaGravenese,98.0,131.0,Nellie McKay,37.0,Harry Connick Jr.,631.0,Gerard Butler,18000.0,20000,18726,167967,6717583637.0
Atonement,2007,Drama|Mystery|Romance|War,7.8,30000000.0,50921738.0,Joe Wright,456.0,316.0,Brenda Blethyn,286.0,Alfie Allen,1000.0,Benedict Cumberbatch,19000.0,12000,20499,192930,6717583637.0
Letters to Juliet,2010,Comedy|Drama|Romance,6.5,30000000.0,53021560.0,Gary Winick,56.0,159.0,Luisa Ranieri,22.0,Marcia DeBonis,60.0,Vanessa Redgrave,898.0,13000,1026,74630,6969894715.0
Corpse Bride,2005,Animation|Drama|Family|Fantasy|Musical|Romance,7.4,40000000.0,53337608.0,Tim Burton,13000.0,267.0,Joanna Lumley,973.0,Christopher Lee,16000.0,Johnny Depp,40000.0,0,60683,188785,6552787172.0
Drag Me to Hell,2009,Horror|Thriller,6.6,30000000.0,42057340.0,Sam Raimi,0.0,397.0,Reggie Lee,828.0,Alison Lohman,1000.0,Bojana Novakovic,2000.0,11000,5642,158354,6885608628.0
The Age of Adaline,2015,Drama|Fantasy|Romance,7.2,25000000.0,42478175.0,Lee Toland Krieger,43.0,214.0,Ellen Burstyn,1000.0,Michiel Huisman,2000.0,Harrison Ford,11000.0,34000,15327,93767,7404251118.0
Step Up 3D,2010,Drama|Music|Romance,6.2,30000000.0,42385520.0,Jon M. Chu,209.0,138.0,Facundo Lombard,357.0,Stephen Boss,594.0,Alyson Stoner,2000.0,16000,4059,47297,6969894715.0
Blue Crush,2002,Drama|Romance|Sport,5.6,30000000.0,40118420.0,John Stockwell,134.0,69.0,Sanoe Lake,64.0,Mika Boorem,495.0,Faizon Love,585.0,0,1165,26066,6308284566.0
Stranger Than Fiction,2006,Comedy|Drama|Fantasy|Romance,7.6,38000000.0,40137776.0,Marc Forster,395.0,253.0,Danny Rhodes,77.0,Christian Stolte,189.0,Will Ferrell,8000.0,13000,8362,186977,6635162568.0
30 Days of Night,2007,Horror,6.6,32000000.0,39568996.0,David Slade,171.0,304.0,Megan Franich,63.0,Mark Rendall,72.0,Danny Huston,430.0,0,814,138435,6717583637.0
The Cabin in the Woods,2012,Fantasy|Horror|Mystery|Thriller,7.0,30000000.0,42043633.0,Drew Goddard,246.0,634.0,Kristen Connolly,751.0,Bradley Whitford,821.0,Chris Hemsworth,26000.0,66000,29551,277172,7141430933.0
Little Shop of Horrors,1986,Comedy|Horror|Musical|Sci-Fi,6.9,25000000.0,38747385.0,Frank Oz,0.0,63.0,Tisha Campbell-Martin,413.0,Jim Belushi,854.0,Bill Murray,13000.0,0,15308,49349,4936116651.0
Larry Crowne,2011,Comedy|Drama|Romance,6.1,30000000.0,35565975.0,Tom Hanks,15000.0,218.0,Randall Park,392.0,Rob Riggle,839.0,Tom Hanks,15000.0,0,16827,49205,7053988749.0
Carrie,2013,Drama|Fantasy|Horror,5.9,30000000.0,35266619.0,Kimberly Peirce,108.0,359.0,Portia Doubleday,534.0,Judy Greer,2000.0,Chloë Grace Moretz,17000.0,39000,20051,108242,7229458453.0
The Prince and Me,2004,Comedy|Family|Romance,5.9,39752620.436387606,28165882.0,Martha Coolidge,57.0,85.0,Luke Mably,438.0,Miranda Richardson,530.0,Devin Ratray,1000.0,0,3239,31984,6471033757.0
Bulworth,1998,Comedy|Drama|Romance,6.8,30000000.0,26525834.0,Warren Beatty,631.0,110.0,Graham Beckel,95.0,Kirk Baltz,199.0,Warren Beatty,631.0,0,1023,21998,5979851049.0
My Super Ex-Girlfriend,2006,Comedy|Romance|Sci-Fi,5.1,30000000.0,22526144.0,Ivan Reitman,425.0,147.0,Wanda Sykes,560.0,Eddie Izzard,776.0,Rainn Wilson,973.0,1000,2737,53884,6635162568.0
Deliver Us from Evil,2014,Horror|Mystery|Thriller,6.2,30000000.0,30523568.0,Scott Derrickson,301.0,242.0,Edgar Ramírez,897.0,Dorian Missick,1000.0,Olivia Munn,2000.0,18000,5697,54447,7317304568.0
Little Black Book,2004,Comedy|Drama|Romance,5.2,35000000.0,20422207.0,Nick Hurran,34.0,73.0,Dave Annable,642.0,Kevin Sussman,681.0,Holly Hunter,1000.0,484,4369,15052,6471033757.0
The Five-Year Engagement,2012,Comedy|Romance,6.2,30000000.0,28644770.0,Nicholas Stoller,89.0,232.0,David Paymer,372.0,Jacki Weaver,401.0,Alison Brie,2000.0,11000,3479,78974,7141430933.0
Mr 3000,2004,Comedy|Drama|Romance|Sport,5.5,30000000.0,21800302.0,Charles Stone III,30.0,63.0,Paul Sorvino,635.0,Chris Noth,962.0,Bernie Mac,1000.0,491,4462,12164,6471033757.0
The Next Three Days,2010,Crime|Drama|Romance|Thriller,7.4,35000000.0,21129348.0,Paul Haggis,549.0,239.0,Aisha Hinds,343.0,Daniel Stern,796.0,Olivia Wilde,10000.0,27000,11799,146364,6969894715.0
Ultraviolet,2006,Action|Horror|Sci-Fi|Thriller,4.4,30000000.0,18500966.0,Kurt Wimmer,110.0,158.0,Nick Chinlund,277.0,Cameron Bright,829.0,Milla Jovovich,14000.0,0,15271,70341,6635162568.0
Fled,1996,Action|Adventure|Crime|Drama|Romance,5.3,25000000.0,17100000.0,Kevin Hooks,114.0,36.0,Will Patton,537.0,Stephen Baldwin,561.0,Salma Hayek,4000.0,204,6152,7073,5811694918.0
Eight Legged Freaks,2002,Action|Comedy|Horror,5.4,30000000.0,17266505.0,Ellory Elkayem,11.0,181.0,Riley Smith,762.0,Doug E. Doug,953.0,Scarlett Johansson,19000.0,0,22554,43764,6308284566.0
Love & Other Drugs,2010,Comedy|Drama|Romance,6.7,30000000.0,32357532.0,Edward Zwick,380.0,219.0,Judy Greer,2000.0,Anne Hathaway,11000.0,Jake Gyllenhaal,15000.0,24000,31278,143368,6969894715.0
Splice,2009,Drama|Horror|Sci-Fi,5.8,26000000.0,16999046.0,Vincenzo Natali,165.0,368.0,Delphine Chanéac,559.0,David Hewlett,686.0,Sarah Polley,900.0,12000,2222,79517,6885608628.0
Howard the Duck,1986,Action|Adventure|Comedy|Romance|Sci-Fi,4.6,35000000.0,16295774.0,Willard Huyck,8.0,81.0,Jordan Prentice,322.0,Jeffrey Jones,692.0,Lea Thompson,1000.0,0,3000,33669,4936116651.0
The Cave,2005,Adventure|Horror|Thriller,5.1,30000000.0,14888028.0,Bruce Hunt,2.0,140.0,Marcel Iures,258.0,Cole Hauser,787.0,Eddie Cibrian,849.0,0,2178,28606,6552787172.0
Alex & Emma,2003,Comedy|Romance,5.6,30000000.0,14208384.0,Rob Reiner,0.0,73.0,Robert Costanzo,130.0,Lobo Sebastian,206.0,David Paymer,372.0,625,977,11520,6389592840.0
Wicker Park,2004,Drama|Mystery|Romance|Thriller,7.0,30000000.0,12831121.0,Paul McGuigan,118.0,98.0,Mark Camacho,40.0,Christopher Cousins,93.0,Jessica Paré,489.0,0,679,44979,6471033757.0
Fright Night,2011,Comedy|Horror,6.4,30000000.0,18298649.0,Craig Gillespie,44.0,358.0,Sandra Vergara,133.0,Reid Ewing,343.0,Grace Phipps,596.0,23000,1393,85024,7053988749.0
The New World,2005,Biography|Drama|History|Romance,6.7,30000000.0,12712093.0,Terrence Malick,0.0,222.0,Wes Studi,855.0,Michael Greyeyes,909.0,Christian Bale,23000.0,0,27829,70771,6552787172.0
Godsend,2004,Drama|Horror|Sci-Fi|Thriller,4.8,25000000.0,14334645.0,Nick Hamm,6.0,130.0,Munro Chambers,353.0,Cameron Bright,829.0,Robert De Niro,22000.0,387,23352,22449,6471033757.0
Chasing Liberty,2004,Comedy|Romance,6.1,23000000.0,12189514.0,Andy Cadiff,3.0,65.0,Terence Maynard,120.0,Stark Sands,143.0,Annabella Sciorra,448.0,0,842,30092,6471033757.0
The Merchant of Venice,2004,Drama|Romance,7.1,18000000.0,3752725.0,Michael Radford,53.0,117.0,Kris Marshall,548.0,Mackenzie Crook,871.0,Al Pacino,14000.0,0,16252,29715,6471033757.0
The Good Thief,2002,Action|Crime|Drama|Romance|Thriller,6.6,25000000.0,3517797.0,Neil Jordan,277.0,105.0,Tchéky Karyo,345.0,Saïd Taghmaoui,378.0,Emir Kusturica,2000.0,287,2759,9004,6308284566.0
Supercross,2005,Action|Drama|Romance|Sport,4.0,39752620.436387606,3101301.0,Steve Boyum,9.0,41.0,Steve Howey,826.0,Mike Vogel,2000.0,Channing Tatum,17000.0,353,21519,3926,6552787172.0
Miss Potter,2006,Biography|Drama|Romance,7.0,30000000.0,2975649.0,Chris Noonan,108.0,124.0,Lucy Boynton,135.0,Bill Paterson,142.0,Emily Watson,876.0,0,1518,23864,6635162568.0
Grace of Monaco,2014,Biography|Drama|Romance,5.7,30000000.0,48468407.52680933,Olivier Dahan,61.0,132.0,Derek Jacobi,520.0,Frank Langella,903.0,Paz Vega,963.0,6000,2806,12410,7317304568.0
Walk the Line,2005,Biography|Drama|Music|Romance,7.9,28000000.0,119518352.0,James Mangold,446.0,291.0,Tyler Hilton,154.0,Dallas Roberts,405.0,Sandra Ellis Lafferty,523.0,11000,1383,188637,6552787172.0
Keeping the Faith,2000,Comedy|Drama|Romance,6.4,30000000.0,37036404.0,Edward Norton,0.0,148.0,Anne Bancroft,754.0,Milos Forman,869.0,Lisa Edelstein,955.0,0,5404,44816,6144444748.0
Confessions of a Dangerous Mind,2002,Biography|Comedy|Crime|Drama|Romance|Thriller,7.1,29000000.0,48468407.52680933,George Clooney,0.0,181.0,Jennifer Hall,89.0,David Julian Hirsh,147.0,Dick Clark,504.0,3000,810,71596,6308284566.0
Serving Sara,2002,Comedy|Romance,5.3,29000000.0,16930185.0,Reginald Hudlin,71.0,64.0,Vincent Pastore,584.0,Jerry Stiller,719.0,Matthew Perry,2000.0,201,4169,14315,6308284566.0
Seed of Chucky,2004,Comedy|Fantasy|Horror|Thriller,4.9,12000000.0,17016190.0,Don Mancini,64.0,148.0,Hannah Spearritt,363.0,Billy Boyd,857.0,Jason Flemyng,1000.0,0,2567,28632,6471033757.0
Aladdin,1992,Adventure|Animation|Comedy|Family|Fantasy|Musical|Romance,8.0,28000000.0,217350219.0,Ron Clements,63.0,124.0,Scott Weinger,631.0,Frank Welker,2000.0,Robin Williams,49000.0,0,52970,260939,5470271607.0
Florence Foster Jenkins,2016,Biography|Comedy|Drama|Music|Romance,7.1,29000000.0,48468407.52680933,Stephen Frears,350.0,87.0,John Sessions,83.0,Nina Arianda,183.0,Meryl Streep,11000.0,0,11534,2167,7490956237.0
Dawn of the Dead,2004,Action|Horror|Thriller,7.4,26000000.0,58885635.0,Zack Snyder,0.0,287.0,Mekhi Phifer,1000.0,Kevin Zegers,2000.0,Ty Burrell,3000.0,7000,10438,194422,6471033757.0
The Wedding Planner,2001,Comedy|Romance,5.2,35000000.0,60400856.0,Adam Shankman,163.0,108.0,Alex Rocco,968.0,Judy Greer,2000.0,Matthew McConaughey,11000.0,0,17533,61317,6226487141.0
Last Vegas,2013,Comedy|Romance,6.6,28000000.0,63910583.0,Jon Turteltaub,226.0,222.0,Romany Malco,966.0,Morgan Freeman,11000.0,Robert De Niro,22000.0,27000,35694,106755,7229458453.0
Serendipity,2001,Comedy|Romance,6.9,28000000.0,49968653.0,Peter Chelsom,23.0,122.0,Ann Talman,6.0,David Sparrow,9.0,Lilli Lavine,11.0,12000,37,85423,6226487141.0
Safe Haven,2013,Drama|Romance|Thriller,6.7,28000000.0,71346930.0,Lasse Hallström,529.0,184.0,Mimi Kirkland,325.0,Noah Lomax,447.0,David Lyons,576.0,23000,1554,78008,7229458453.0
No Reservations,2007,Comedy|Drama|Romance,6.3,28000000.0,43097652.0,Scott Hicks,96.0,171.0,Bob Balaban,559.0,Lily Rabe,763.0,Zoë Kravitz,943.0,0,3497,59068,6717583637.0
Dracula 2000,2000,Action|Fantasy|Horror|Thriller,4.9,28000000.0,33000377.0,Patrick Lussier,71.0,122.0,Jeri Ryan,1000.0,Danny Masterson,1000.0,Gerard Butler,18000.0,0,23344,27378,6144444748.0
Pride & Prejudice,2005,Drama|Romance,7.8,28000000.0,38372662.0,Joe Wright,456.0,177.0,Simon Woods,241.0,Brenda Blethyn,286.0,Talulah Riley,422.0,17000,1083,193455,6552787172.0
Lost Souls,2000,Drama|Horror|Thriller,4.8,28000000.0,16779636.0,Janusz Kaminski,710.0,100.0,Ben Chaplin,258.0,Bob Clendenin,347.0,Philip Baker Hall,497.0,209,1805,9338,6144444748.0
Just My Luck,2006,Comedy|Fantasy|Romance,5.3,28000000.0,17324744.0,Donald Petrie,80.0,98.0,Faizon Love,585.0,Carlos Ponce,591.0,Samaire Armstrong,806.0,0,3211,44103,6635162568.0
Ghosts of Mars,2001,Action|Horror|Sci-Fi,4.9,28000000.0,8434601.0,John Carpenter,0.0,156.0,Natasha Henstridge,900.0,Clea DuVall,1000.0,Jason Statham,26000.0,0,28867,43006,6226487141.0
Pride and Prejudice and Zombies,2016,Action|Horror|Romance,5.8,28000000.0,10907291.0,Burr Steers,23.0,225.0,Sam Riley,845.0,Bella Heathcote,860.0,Matt Smith,2000.0,73000,4710,23775,7490956237.0
How to Lose Friends & Alienate People,2008,Comedy|Drama|Romance,6.5,27000000.0,2775593.0,Robert B. Weide,53.0,135.0,Fenella Woolgar,87.0,Katherine Parkinson,261.0,James Corden,480.0,0,858,61269,6801421733.0
Captain Alatriste: The Spanish Musketeer,2006,Adventure|Drama|History|Romance|Thriller|War,6.1,24000000.0,48468407.52680933,Agustín Díaz Yanes,13.0,31.0,Eduardo Noriega,278.0,Elena Anaya,1000.0,Viggo Mortensen,10000.0,0,11669,10266,6635162568.0
Knocked Up,2007,Comedy|Romance,7.0,30000000.0,148734225.0,Judd Apatow,0.0,251.0,Charlyne Yi,529.0,Martin Starr,985.0,Harold Ramis,11000.0,0,12874,298590,6717583637.0
"Welcome Home, Roscoe Jenkins",2008,Comedy|Drama|Romance,5.3,35000000.0,42168445.0,Malcolm D. Lee,92.0,76.0,Cedric the Entertainer,436.0,Mike Epps,706.0,Mo'Nique,940.0,464,3565,10791,6801421733.0
Notes on a Scandal,2006,Crime|Drama|Romance|Thriller,7.4,15000000.0,17508670.0,Richard Eyre,14.0,220.0,Shaun Parkes,78.0,Andrew Simpson,99.0,Phil Davis,386.0,0,646,64625,6635162568.0
The Sisterhood of the Traveling Pants 2,2008,Comedy|Drama|Family|Romance,6.2,39752620.436387606,44087387.0,Sanaa Hamri,43.0,73.0,Michael Rady,523.0,Blythe Danner,713.0,America Ferrera,953.0,894,3525,22304,6801421733.0
About a Boy,2002,Comedy|Drama|Romance,7.1,30000000.0,40566655.0,Chris Weitz,129.0,158.0,Peter McNicholl,3.0,Christopher Webster,5.0,Sharon Small,66.0,0,74,144021,6308284566.0
Lake Placid,1999,Action|Comedy|Horror,5.6,27000000.0,31768374.0,Steve Miner,49.0,152.0,Ty Olsson,429.0,Bridget Fonda,888.0,Oliver Platt,1000.0,2000,3313,42761,6062415429.0
The Duchess,2008,Biography|Drama|History|Romance,6.9,13500000.0,13823741.0,Saul Dibb,10.0,194.0,Charlotte Rampling,844.0,Hayley Atwell,2000.0,Dominic Cooper,3000.0,0,6420,61777,6801421733.0
Return to Oz,1985,Adventure|Family|Fantasy|Horror|Mystery,6.7,25000000.0,48468407.52680933,Walter Murch,181.0,56.0,Tim Rose,137.0,Jean Marsh,146.0,Piper Laurie,303.0,0,960,19568,4850182355.0
Case 39,2009,Horror|Mystery|Thriller,6.2,27000000.0,13248477.0,Christian Alvart,22.0,167.0,Vanesa Tomasino,355.0,Callum Rennie,716.0,Bradley Cooper,14000.0,0,15790,60555,6885608628.0
Mindhunters,2004,Crime|Horror|Mystery|Thriller,6.4,27000000.0,4476235.0,Renny Harlin,212.0,127.0,Eion Bailey,749.0,Clifton Collins Jr.,968.0,LL Cool J,1000.0,2000,4186,49405,6471033757.0
The Magic Flute,2006,Drama|Musical|Romance,6.6,27000000.0,48468407.52680933,Kenneth Branagh,0.0,38.0,Joseph Kaiser,3.0,Amy Carson,4.0,Kim-Marie Woodhouse,5.0,359,24,926,6635162568.0
Freaky Friday,2003,Comedy|Family|Fantasy|Music|Romance,6.1,26000000.0,110222438.0,Mark Waters,70.0,129.0,Willie Garson,512.0,Julie Gonzalo,528.0,Jamie Lee Curtis,2000.0,0,3984,96693,6389592840.0
The 40-Year-Old Virgin,2005,Comedy|Romance,7.1,26000000.0,109243478.0,Judd Apatow,0.0,217.0,Gerry Bednob,218.0,Romany Malco,966.0,Steve Carell,7000.0,0,8341,313797,6552787172.0
Shakespeare in Love,1998,Comedy|Drama|Romance,7.2,25000000.0,100241322.0,John Madden,108.0,134.0,Simon Callow,239.0,Martin Clunes,264.0,Tom Wilkinson,1000.0,0,1690,175524,5979851049.0
Ever After: A Cinderella Story,1998,Comedy|Drama|Romance,7.0,26000000.0,65703412.0,Andy Tennant,72.0,92.0,Jeanne Moreau,343.0,Dougray Scott,794.0,Anjelica Huston,1000.0,0,2747,57958,5979851049.0
Open Range,2003,Drama|Romance|Western,7.5,22000000.0,58328680.0,Kevin Costner,0.0,153.0,Julian Richings,648.0,Michael Jeter,693.0,Robert Duvall,3000.0,0,5458,54096,6389592840.0
Flatliners,1990,Drama|Horror|Sci-Fi|Thriller,6.6,26000000.0,61490000.0,Joel Schumacher,541.0,49.0,Hope Davis,442.0,Oliver Platt,1000.0,Julia Roberts,8000.0,0,10493,62037,5293498452.0
Final Destination 2,2003,Horror|Thriller,6.2,26000000.0,46455802.0,David R. Ellis,160.0,175.0,Keegan Connor Tracy,392.0,Michael Landes,439.0,Sarah Carter,748.0,0,3172,120786,6389592840.0
Legion,2010,Action|Fantasy|Horror,5.2,26000000.0,40168080.0,Scott Stewart,124.0,226.0,Charles S. Dutton,534.0,Kate Walsh,850.0,Dennis Quaid,2000.0,0,3889,80870,6969894715.0
In Good Company,2004,Comedy|Drama|Romance,6.5,26000000.0,45489752.0,Paul Weitz,80.0,157.0,Dennis Quaid,2000.0,Ty Burrell,3000.0,Scarlett Johansson,19000.0,736,28493,48973,6471033757.0
Agent Cody Banks 2: Destination London,2004,Action|Adventure|Comedy|Family|Romance|Sci-Fi,4.5,26000000.0,23222861.0,Kevin Allen,8.0,55.0,David Kelly,588.0,Frankie Muniz,934.0,Daniel Roebuck,1000.0,167,3742,11092,6471033757.0
New Year's Eve,2011,Comedy|Romance,5.7,56000000.0,54540525.0,Garry Marshall,0.0,200.0,Seth Meyers,307.0,Common,988.0,Robert De Niro,22000.0,20000,23456,66579,7053988749.0
Original Sin,2001,Drama|Mystery|Romance|Thriller,6.0,42000000.0,16252765.0,Michael Cristofer,49.0,93.0,Jack Thompson,155.0,Gregory Itzin,216.0,Angelina Jolie Pitt,11000.0,3000,11662,44913,6226487141.0
Welcome to Mooseport,2004,Comedy|Romance,5.2,26000000.0,14469428.0,Donald Petrie,80.0,82.0,Maura Tierney,509.0,Ray Romano,590.0,Rip Torn,826.0,260,2466,10667,6471033757.0
Highlander: The Final Dimension,1994,Action|Fantasy|Romance|Sci-Fi,4.3,26000000.0,13829734.0,Andrew Morahan,5.0,32.0,Mario Van Peebles,535.0,Mako,691.0,Christopher Lambert,1000.0,319,2960,16194,5642156981.0
Snow White: A Tale of Terror,1997,Fantasy|Horror,6.3,26000000.0,48468407.52680933,Michael Cohn,2.0,22.0,Monica Keena,512.0,Chris Bauer,638.0,David Conrad,642.0,0,2170,8118,5896174827.0
The Curse of the Jade Scorpion,2001,Comedy|Crime|Mystery|Romance,6.8,26000000.0,7496522.0,Woody Allen,11000.0,116.0,Peter Gerety,277.0,Elizabeth Berkley,893.0,Woody Allen,11000.0,826,12534,31798,6226487141.0
Accidental Love,2015,Comedy|Romance,4.0,26000000.0,48468407.52680933,David O. Russell,737.0,56.0,Beverly D'Angelo,816.0,Kirstie Alley,980.0,Jake Gyllenhaal,15000.0,0,19068,5006,7404251118.0
The Constant Gardener,2005,Drama|Mystery|Romance|Thriller,7.5,15000000.0,33565375.0,Fernando Meirelles,353.0,226.0,Donald Sumpter,151.0,Danny Huston,430.0,Archie Panjabi,883.0,0,1565,111351,6552787172.0
Mrs. Doubtfire,1993,Comedy|Drama|Family|Romance,6.9,25000000.0,219200000.0,Chris Columbus,0.0,57.0,Matthew Lawrence,711.0,Mara Wilson,1000.0,Robin Williams,49000.0,0,52201,181380,5556732311.0
The Best of Me,2014,Drama|Romance,6.7,26000000.0,26761283.0,Michael Hoffman,97.0,85.0,Clarke Peters,437.0,Gerald McRaney,523.0,Luke Bracey,775.0,19000,3197,43084,7317304568.0
The Bodyguard,1992,Action|Drama|Music|Romance,6.1,25000000.0,121945720.0,Mick Jackson,81.0,48.0,DeVaughn Nixon,164.0,Mike Starr,854.0,Bill Cobbs,970.0,0,2551,89972,5470271607.0
Scooby-Doo 2: Monsters Unleashed,2004,Adventure|Comedy|Family|Fantasy|Horror|Mystery,4.9,80000000.0,84185387.0,Raja Gosnell,67.0,94.0,Tim Blake Nelson,596.0,Linda Cardellini,2000.0,Sarah Michelle Gellar,4000.0,567,7800,33180,6471033757.0
Freddy vs. Jason,2003,Action|Horror|Thriller,5.8,30000000.0,82163317.0,Ronny Yu,31.0,273.0,Zack Ward,662.0,Jason Ritter,782.0,Katharine Isabelle,918.0,3000,4692,89101,6389592840.0
Cloverfield,2008,Action|Adventure|Horror|Sci-Fi,7.0,25000000.0,80034302.0,Matt Reeves,198.0,459.0,Liza Lapira,387.0,Ben Feldman,1000.0,Mike Vogel,2000.0,0,3958,296787,6801421733.0
Ride Along,2014,Action|Comedy|Crime|Romance,6.2,25000000.0,134141530.0,Tim Story,167.0,146.0,Bryan Callen,460.0,Tika Sumpter,521.0,Bruce McGill,655.0,0,2394,75903,7317304568.0
Bridget Jones's Diary,2001,Comedy|Drama|Romance,6.7,26000000.0,71500556.0,Sharon Maguire,11.0,168.0,Shirley Henderson,887.0,Jim Broadbent,1000.0,Colin Firth,14000.0,0,16999,171568,6226487141.0
Chocolat,2000,Drama|Romance,7.3,25000000.0,71309760.0,Lasse Hallström,529.0,152.0,Hugh O'Conor,163.0,Leslie Caron,399.0,Lena Olin,541.0,18000,1323,150308,6144444748.0
No Strings Attached,2011,Comedy|Romance,6.2,25000000.0,70625986.0,Ivan Reitman,425.0,245.0,Mindy Kaling,766.0,Greta Gerwig,962.0,Natalie Portman,20000.0,24000,22739,168717,7053988749.0
Tombstone,1993,Action|Biography|Drama|History|Romance|Western,7.8,25000000.0,56505065.0,George P. Cosmatos,170.0,84.0,Powers Boothe,472.0,Dana Delany,722.0,Michael Biehn,2000.0,11000,4453,95241,5556732311.0
The Omen,1976,Fantasy|Horror|Mystery,7.6,2800000.0,48468407.52680933,Richard Donner,503.0,154.0,Billie Whitelaw,108.0,Patrick Troughton,139.0,Lee Remick,264.0,7000,673,80958,4143135434.0
Final Destination 3,2006,Horror,5.8,25000000.0,54098051.0,James Wong,70.0,216.0,Crystal Lowe,318.0,Gina Holden,346.0,Chelan Simmons,440.0,0,2420,102861,6635162568.0
The Lucky One,2012,Drama|Romance,6.5,25000000.0,60443237.0,Scott Hicks,96.0,170.0,Jay R. Ferguson,204.0,Riley Thomas Stewart,220.0,Blythe Danner,713.0,29000,1852,76882,7141430933.0
Hide and Seek,2005,Drama|Horror|Mystery|Thriller,5.9,30000000.0,51097664.0,John Polson,21.0,180.0,Robert John Burke,317.0,Dylan Baker,812.0,Robert De Niro,22000.0,0,23328,70205,6552787172.0
Agent Cody Banks,2003,Action|Adventure|Comedy|Crime|Family|Romance|Thriller,5.0,26000000.0,47285499.0,Harald Zwart,91.0,79.0,Chris Gauthier,434.0,Frankie Muniz,934.0,Daniel Roebuck,1000.0,542,3037,26755,6389592840.0
The Sisterhood of the Traveling Pants,2005,Comedy|Drama|Family|Romance,6.6,25000000.0,39008741.0,Ken Kwapis,42.0,88.0,Kyle Schmid,917.0,America Ferrera,953.0,Mike Vogel,2000.0,0,6862,44838,6552787172.0
The House Bunny,2008,Comedy|Romance,5.5,25000000.0,48237389.0,Fred Wolf,29.0,129.0,Beverly D'Angelo,816.0,Katharine McPhee,852.0,Emma Stone,15000.0,0,18789,63969,6801421733.0
The Giver,2014,Drama|Romance|Sci-Fi,6.5,25000000.0,45089048.0,Phillip Noyce,176.0,198.0,Alexander Skarsgård,10000.0,Meryl Streep,11000.0,Jeff Bridges,12000.0,58000,36064,86251,7317304568.0
What a Girl Wants,2003,Comedy|Drama|Family|Romance,5.8,20000000.0,35990505.0,Dennie Gordon,29.0,66.0,Kelly Preston,742.0,Oliver James,1000.0,Colin Firth,14000.0,0,16400,48095,6389592840.0
Jeepers Creepers II,2003,Horror,5.6,17000000.0,35143332.0,Victor Salva,108.0,167.0,Billy Aaron Brown,177.0,Jonathan Breck,270.0,Nicki Aycox,296.0,0,1340,45102,6389592840.0
Good Luck Chuck,2007,Comedy|Romance,5.6,25000000.0,35000629.0,Mark Helfrich,7.0,127.0,Chelan Simmons,440.0,Dan Fogler,562.0,Dane Cook,1000.0,0,2822,74622,6717583637.0
The Hours,2002,Drama|Romance,7.6,25000000.0,41597830.0,Stephen Daldry,335.0,174.0,Miranda Richardson,530.0,Stephen Dillane,577.0,Meryl Streep,11000.0,0,12624,102123,6308284566.0
She's the Man,2006,Comedy|Romance,6.4,20000000.0,33687630.0,Andy Fickman,99.0,91.0,Laura Ramsey,960.0,Alexandra Breckenridge,1000.0,Channing Tatum,17000.0,0,20109,116762,6635162568.0
Anacondas: The Hunt for the Blood Orchid,2004,Action|Adventure|Horror|Thriller,4.6,25000000.0,31526393.0,Dwight H. Little,27.0,94.0,Johnny Messner,522.0,Salli Richardson-Whitfield,543.0,Nicholas Gonzalez,601.0,686,2730,22243,6471033757.0
Bride of Chucky,1998,Comedy|Fantasy|Horror|Romance,5.3,25000000.0,32368960.0,Ronny Yu,31.0,114.0,Vince Corazza,71.0,Park Bench,81.0,Alexis Arquette,285.0,0,667,39768,5979851049.0
A Lot Like Love,2005,Comedy|Drama|Romance,6.6,30000000.0,21835784.0,Nigel Cole,13.0,112.0,James Read,165.0,Tyrone Giordano,172.0,Aimee Garcia,618.0,0,1095,58297,6552787172.0
Don Juan DeMarco,1994,Comedy|Drama|Romance,6.8,25000000.0,22200000.0,Jeremy Leven,19.0,44.0,Faye Dunaway,977.0,Marlon Brando,10000.0,Johnny Depp,40000.0,0,52122,41310,5642156981.0
Dear John,2010,Drama|Romance|War,6.3,25000000.0,80014842.0,Lasse Hallström,529.0,162.0,Scott Porter,690.0,Henry Thomas,861.0,Channing Tatum,17000.0,14000,19945,104356,6969894715.0
