,doc1,doc2,doc3,doc4,doc5,doc6,doc7,doc8,doc9,doc10,doc11,doc12,doc13,doc14,doc15
reported,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2
reporting,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
reports,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
repose,0,0,0,0,0,0,1,2,2,3,1,0,0,1,1
reposing,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
reprehensible,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
represent,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
representations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
represented,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
representing,1,1,1,0,0,0,0,0,0,2,1,0,1,0,0
represents,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
repressed,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
reprimand,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
reproach,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
reproachfully,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
reptile,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0
repugnance,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
repulses,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
reputation,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0
repute,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
reputed,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
request,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1
require,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1
required,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
requirements,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
requires,2,0,0,0,0,0,0,2,0,0,2,0,0,0,0
requirest,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
requiring,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
requisite,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
requisition,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
rescue,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3
rescued,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
rescuing,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
research,0,0,0,0,0,0,1,1,0,0,0,0,2,0,2
researches,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
resemblance,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0
resemblances,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
resemble,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
resembled,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
resembles,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
resembling,1,0,0,0,0,0,0,0,0,0,3,0,0,1,0
resent,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
resentment,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
reservation,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
reserve,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
reserved,0,0,0,0,0,0,1,0,1,1,0,1,1,4,0
reserving,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
reservoir,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
reservoirs,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
resided,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
resident,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
resides,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
residing,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
residuary,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
residue,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
resign,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
resigned,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
resist,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
resistance,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1
resisted,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
resolutely,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
resolution,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
resolve,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
resolved,1,1,0,2,1,1,0,0,2,2,0,2,1,0,0
resolves,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
resolving,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
resort,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
resorting,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
resounded,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
resounds,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
respect,0,0,0,0,1,1,3,1,1,2,2,3,1,0,0
respectable,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
respected,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
respectful,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
respectfully,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0
respecting,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
respective,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0
respectively,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
respects,0,1,0,0,0,0,0,1,1,2,1,1,1,0,0
respiration,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
respirations,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
respires,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
respite,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
resplendent,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
respond,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
responded,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
response,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
responses,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
responsibilities,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
responsible,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
rest,2,1,3,2,2,3,1,7,1,9,1,4,6,7,2
rested,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
resting,0,0,0,1,1,0,1,0,2,2,1,0,1,2,1
restless,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
restlessness,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
restore,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
restored,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
restores,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
restrain,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
restrained,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
restraint,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
restricted,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0
restricting,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
rests,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
result,0,0,0,0,0,0,1,0,0,0,1,2,0,1,0
resulting,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
results,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
resume,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
resumed,0,0,0,2,0,0,2,0,0,1,1,0,0,0,0
resuming,0,0,0,0,0,0,0,1,0,2,0,0,1,0,1
resurrection,0,1,0,0,0,0,0,1,1,0,0,0,2,1,0
resurrections,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
retain,0,0,0,0,1,0,1,0,1,1,2,1,0,0,0
retained,0,0,0,0,0,1,2,0,3,0,1,1,0,1,1
retaining,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
retains,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
retaken,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
retarded,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
retarding,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
retention,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
retentive,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
reticule,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
retired,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0
retiring,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0
retrace,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
retraced,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
retracing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
retreat,0,0,0,0,0,1,0,0,1,2,1,0,0,0,0
retreated,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0
retreating,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
retreats,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
retribution,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
return,0,0,0,1,0,1,1,1,1,3,1,0,0,1,5
returned,0,0,0,0,0,0,1,0,3,3,1,2,1,1,1
returning,0,0,0,0,1,0,0,0,1,1,0,1,2,0,0
returns,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
reveal,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1
revealed,0,0,0,0,1,0,0,2,3,1,2,1,3,3,2
revealing,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0
revelation,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
revelations,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
revelled,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
revellers,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
revelry,0,1,0,1,0,0,0,2,0,0,0,0,0,1,0
revels,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
revenge,0,0,0,0,0,0,0,3,2,3,0,0,0,0,0
revengeful,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
revenue,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
reverberating,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
reverberations,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
revered,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
reverence,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0
reverenced,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
reverend,0,0,0,1,0,0,0,0,0,0,0,3,1,0,0
reverential,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
reverentially,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
reverie,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
reveries,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0
reveries—stand,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
reveries—tallied,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
reverse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
reversed,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2
reversing,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
revery,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
reviewed,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
revive,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
revived,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
revivified,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
revolutions,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
revolve,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1
revolved,0,0,0,0,0,1,0,0,0,0,0,2,0,2,0
revolves,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
revolving,0,0,0,0,0,0,1,0,0,1,0,2,1,0,3
revolvingly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
revulsion,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
reward,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
rex,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
reydan-siskur,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
rheumatic,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
rhubarb,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
rhyme,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
rib,0,0,0,1,0,0,0,0,1,0,0,1,4,2,1
rib-ends,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ribbed,0,0,0,0,1,0,1,0,0,0,1,1,0,2,0
ribbons,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ribby,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ribs,0,0,1,0,0,0,1,0,0,0,0,2,11,1,0
ribs—and,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
rich,0,0,0,1,0,0,0,0,0,0,1,1,4,1,0
richer,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
richly,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
richness,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
rickety,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
rid,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0
ridden,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
riddle,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1
riddles,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
ride,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
rider,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
rides,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
ridge,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ridge-pole,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
ridges,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
ridiculous,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0
riding,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
riding-whips,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
rifle,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0
rifle-shot,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
rifled,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
rifles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
rig,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
rigadig,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
rigged,0,0,0,0,0,0,0,0,0,0,2,0,1,2,1
rigger,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
riggers,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
rigging,1,0,0,0,2,1,2,1,2,3,1,0,3,11,3
rigging.,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
rigging—,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
right,4,1,0,4,10,4,12,5,8,6,9,6,9,8,3
right-angles,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
right-down,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
right-mindedness,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
right-whale,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
righted,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
righteous,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
rightly,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
rights,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0
right—I,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
rigid,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
rigorous,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
rim,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
rimmed,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
rind,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
ring,0,0,0,0,0,0,0,5,0,1,0,2,3,0,3
ring-bolt,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ring-bolts,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
ringbolts,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
ringed,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0
ringing,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0
ringleader,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
rings,0,0,0,1,0,0,1,0,0,0,1,0,0,2,1
rioting,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
riotous,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
riotously,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
riots,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
ripe,0,0,0,0,0,0,0,1,0,2,0,0,2,0,1
ripening,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ripped,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ripple,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
ripples,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
rippling,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2
rips,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ript,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
rise,0,0,0,0,1,0,2,1,0,1,2,1,3,2,4
risen,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
rises,0,0,0,0,0,0,1,2,0,0,2,2,0,1,0
rises_,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
rise—yes,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
rising,0,0,0,0,1,0,3,1,5,3,0,6,0,0,9
rising.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
risings,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
risk,1,0,0,0,0,0,1,0,0,2,0,1,0,0,0
risked,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
risks,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
rituals,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
rival,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0
rivallingly,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
rivals,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
river,1,0,0,1,0,0,0,0,0,0,0,2,1,0,0
river-capitals,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
rivers,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
rivet,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
riveted,0,0,0,0,1,0,0,0,2,0,0,0,2,0,0
road,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
road-side,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
roar,0,0,0,0,0,0,0,1,2,0,0,0,0,2,0
roared,0,0,0,1,1,2,1,0,1,3,0,1,2,1,0
roaring,0,0,0,1,0,3,0,1,0,0,0,1,2,0,0
roast,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
roast-pig,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
roasted,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rob,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
robbed,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
robe,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1
robed,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
robes,0,0,0,1,0,2,0,1,1,0,0,0,0,0,0
robust,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
robustness,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
rock,0,0,0,0,0,0,1,0,2,3,2,3,0,1,0
rock-slide,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
rocked,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1
rocket,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
rocking,0,0,0,0,0,0,1,0,0,2,0,1,0,1,3
rockings,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
rocks,0,0,2,0,0,0,1,2,2,1,5,0,1,2,0
rocky,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0
rod,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0
rod-like,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
rods,0,0,0,0,0,0,0,0,0,0,1,1,1,7,0
rod—mortal,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
rogue,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
rogues,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
roll,0,0,0,1,0,1,1,1,1,1,1,2,1,4,1
rolled,2,4,1,4,0,2,1,1,7,3,3,3,1,7,4
rollicking,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
rolling,0,0,1,0,0,0,2,0,4,2,5,2,3,10,1
rollings,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
rolls,0,0,1,0,0,0,3,1,0,4,2,0,1,1,0
roly-poly,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
romantic,1,0,0,0,0,0,1,0,3,0,0,1,1,0,0
roods,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
roof,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
room,4,18,4,6,5,0,0,2,1,0,0,1,1,1,0
room.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
rooms,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
roomy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
roosting-place,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
root,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
rooted,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1
roots,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
rope,0,0,1,1,1,1,2,0,0,11,4,7,2,9,4
rope-ladders,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
rope-maker,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
rope-walks,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
rope-yarn,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
ropes,0,0,0,0,0,0,0,0,1,2,1,1,0,2,2
ropeyarn,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
rope—like,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
rose,0,0,1,2,1,0,0,0,2,6,3,1,2,2,2
rose-bud,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
rose-water,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
roses,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0
rose—some,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
rostrated,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
rosy,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
rot,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0
rotation,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
rotten,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
rotund,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
rough,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0
roughly,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
round,6,6,5,9,10,5,15,15,17,24,17,20,31,34,22
round-house,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
roundabout,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
rounded,0,0,0,0,0,1,0,0,0,0,2,0,1,1,0
rounder,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
rounding,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0
roundingly,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
roundly,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
rounds,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
round—thought,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
round—when,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
round—you,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rouse,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
roused,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
rouses,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
rousing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
rout,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
route,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0
routed,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
routine,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
rover,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
roving,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
row,0,0,0,0,0,1,1,8,0,2,1,1,0,0,0
row-lock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
row-locks,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
rowed,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
rowels,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
rowing,0,0,0,0,0,0,0,0,2,3,2,0,1,0,0
rowlocks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
rows,1,0,0,0,0,1,0,0,1,1,2,0,1,1,1
royal,1,0,0,0,0,4,1,3,0,1,1,5,5,3,0
royal-mast,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
royals,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
royalties,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
royalty,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1
rub,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rubbed,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
rubbing,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
rubies,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ruddy,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
rude,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0
rudely,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
rudeness,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
rudimental,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
rueful,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ruefully,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
ruffled,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ruffles,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
rug,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ruggedest,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ruggedness,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ruin,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0
ruinous,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
ruins,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
rule,0,0,0,0,0,1,1,0,1,0,0,0,1,2,0
rulers,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
rules,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
ruling,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
rum,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
rumbled,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
rumbles,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
rumbling,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
ruminated,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
ruminating,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rummaged,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
rumor,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
rumors,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0
rumours,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
